TRGID,UPC,Title,ProgramName,MasterProgramName,CategoryName,Manufacturer,LocationNotListable,ProductStatus,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Classification_PHYSICAL CONDITION,Classification_CONDITION,Classification_TECHNICAL FUNCTIONALITY,PalletLocationID,RTVType,Tag_NotListedReason,Tag_VenueExclusivity,Serialized,FirstStoredOnListableLocationOn
TRG00251,00100000251,Item 251 Headphones,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Headphones,Samsung,FALSE,Active,$124.59,$224.97,Very Good,C,Functional,,RTV Liquidate,,,N,2026-09-02
TRG00252,00100000252,Item 252 Computers,BRTON-WM-FOO,Warehouse Direct,Computers,Samsung,FALSE,Active,$239.89,$209.90,Good,A,Functional,,,,,N,2026-08-14
TRG00253,00100000253,Item 253 Tablets,PHXAZ-RETURNS,Open Box Returns,Tablets,Sony,FALSE,Active,$182.75,$51.99,Damaged,A,Functional,,,,,N,2026-09-02
TRG00254,00100000254,Item 254 Tablets,WFS-OVERFLOW,Open Box Returns,Tablets,HP,FALSE,Active,$244.98,$168.96,Very Good,C,Functional,,RTV Liquidate,,,N,2026-08-23
TRG00255,00100000255,Item 255 Monitors,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Samsung,FALSE,Active,$256.79,$167.46,Fair,A,Functional,PAL-21,,,,N,2026-08-13
TRG00255,00100000255,Item 255 duplicate last,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Dell,FALSE,Active,$256.79,$167.46,Fair,A,Functional,PAL-21,,,,N,2026-08-13
TRG00256,00100000256,Item 256 Accessories,MILON-WM-DOTCA-RTV,Warehouse Direct,Accessories,HP,FALSE,Active,$85.24,$169.36,Good,C,Functional,PAL-43,,,,N,2026-08-23
TRG00257,00100000257,Item 257 TVs,BRTON-WM-FOO,Open Box Returns,TVs,Samsung,FALSE,Active,$214.49,$140.79,Good,B,Functional,PAL-79,Non RTV,,,Y,2026-08-26
TRG00258,00100000258,Item 258 Accessories,MILON-WM-DOTCA-RTV,Warehouse Direct,Accessories,HP,FALSE,Active,$230.37,$139.45,Damaged,A,Functional,,Non RTV,,,Y,2026-08-17
TRG00259,00100000259,Item 259 Monitors,BRTON-LENOVO-DC-400,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,FALSE,Active,$256.12,$115.71,Good,B,Functional,,Non RTV,,,N,2026-08-25
TRG00260,00100000260,Item 260 Accessories,WFS-OVERFLOW,Walmart Monitors (Finished),Accessories,Samsung,FALSE,Active,$199.45,$206.73,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-16
TRG00261,00100000261,Item 261 Headphones,PHXAZ-RETURNS,Open Box Returns,Headphones,Samsung,FALSE,Active,$208.67,$180.71,Very Good,C,Functional,,Non RTV,,,N,2026-08-14
TRG00262,00100000262,Item 262 Accessories,BRTON-WM-FOO,Warehouse Direct,Accessories,Samsung,FALSE,Active,$76.11,$189.55,Good,B,Functional,,Non RTV,,,N,2026-08-21
TRG00263,00100000263,Item 263 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,Sony,FALSE,Active,$129.54,$82.17,Fair,B,Functional,,,,,N,2026-09-01
TRG00264,00100000264,Item 264 Tablets,BRTON-WM-FOO,Walmart Computers Parts (Finished),Tablets,Samsung,FALSE,Active,$163.93,$228.94,Fair,C,Functional,,RTV Approved,,,N,2026-08-06
TRG00265,00100000265,Item 265 Computers,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Computers,Samsung,FALSE,Active,$180.11,$50.32,Good,C,Functional,,Research,,,N,2026-08-23
TRG00266,00100000266,Item 266 Headphones,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,FALSE,Active,$168.84,$204.35,Damaged,B,Functional,,Non RTV,,,N,2026-08-28
TRG00267,00100000267,Item 267 Computers,BRTON-WM-BAR,Walmart Computers Parts (Finished),Computers,HP,FALSE,Active,$57.88,$129.67,Damaged,A,Functional,,Non RTV,,,Y,2026-08-16
TRG00268,00100000268,Item 268 Tablets,BRTON-WM-BAR,Specialty,Tablets,HP,FALSE,Active,$67.20,$96.70,Fair,A,Functional,,RTV Liquidate,,,Y,2026-09-03
TRG00269,00100000269,Item 269 Tablets,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,HP,FALSE,Active,$115.78,$45.13,Fair,B,Functional,,RTV Liquidate,,,N,2026-08-27
TRG00270,00100000270,Item 270 Tablets,BRTON-WM-BAR,Specialty,Tablets,Lenovo,FALSE,Active,$136.55,$193.80,Good,A,Functional,,,,,Y,2026-08-16
TRG00271,00100000271,Item 271 Computers,BRTON-WM-FOO,Specialty,Computers,Sony,FALSE,Active,$83.01,$122.16,Damaged,C,Functional,,Non RTV,,,N,2026-09-04
TRG00272,00100000272,Item 272 Monitors,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,FALSE,Active,$80.71,$173.54,Fair,C,Functional,,Non RTV,,,Y,2026-09-02
TRG00272,00100000272,Item 272 duplicate last,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,FALSE,Active,$80.71,$173.54,Fair,C,Functional,,Non RTV,,,N,2026-09-02
TRG00273,00100000273,Item 273 TVs,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Lenovo,FALSE,Active,$158.62,$248.51,Damaged,A,Functional,,Non RTV,,,N,2026-08-26
TRG00274,00100000274,Item 274 Monitors,MILON-WM-DOTCA-RTV,Open Box Returns,Monitors,Dell,FALSE,Active,$129.09,$158.19,Fair,A,Functional,PAL-80,Non RTV,,,N,2026-08-26
TRG00275,00100000275,Item 275 Headphones,BRTON-WM-FOO,Walmart Computer Parts (Finished),Headphones,Dell,FALSE,Active,$162.86,$133.29,Good,B,Functional,,,,,N,2026-08-18
TRG00276,00100000276,Item 276 Monitors,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Monitors,Dell,TRUE,Active,$218.24,$197.67,Good,C,Functional,PAL-18,Research,,,N,2026-08-07
TRG00277,00100000277,Item 277 Monitors,BRTON-WM-FOO,Walmart Computer Parts (Finished),Monitors,Sony,FALSE,Active,$66.94,$180.98,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-08
TRG00278,00100000278,Item 278 TVs,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Samsung,FALSE,Active,$138.93,$37.37,Fair,C,Functional,,RTV Liquidate,,,N,2026-09-15
TRG00279,00100000279,Item 279 TVs,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),TVs,Samsung,FALSE,Active,$195.20,$268.75,Very Good,C,Functional,,RTV Liquidate,,,N,2026-08-27
TRG00280,00100000280,Item 280 Computers,WFS-OVERFLOW,Walmart Monitors (Finished),Computers,Lenovo,FALSE,Active,$89.63,$75.97,Very Good,C,Functional,PAL-61,Non RTV,,,N,2026-09-03
TRG00281,00100000281,Item 281 Monitors,BRTON-WM-BAR,Walmart Monitors (Finished),Monitors,Lenovo,FALSE,Active,$202.57,$56.86,Very Good,C,Functional,,,,,N,2026-08-14
TRG00282,00100000282,Item 282 Tablets,BRTON-WM-BAR,Open Box Returns,Tablets,Samsung,FALSE,Active,$207.82,$179.14,Good,A,Functional,,RTV Liquidate,,,N,2026-08-20
TRG00283,00100000283,Item 283 Accessories,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Accessories,HP,FALSE,Active,$240.03,$42.09,Very Good,C,Functional,,Non RTV,,,N,2026-08-06
TRG00284,00100000284,Item 284 Accessories,WFS-OVERFLOW,Walmart Monitors (Finished),Accessories,Lenovo,FALSE,Active,$138.18,$198.32,Fair,A,Functional,,Research,,,N,2026-08-12
TRG00285,00100000285,Item 285 Monitors,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Monitors,Sony,FALSE,Active,$154.42,$265.33,Damaged,A,Functional,PAL-72,Return to Stock,,,N,2026-08-08
TRG00286,00100000286,Item 286 Computers,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Computers,Dell,FALSE,Active,$52.44,$178.32,Very Good,B,Functional,,,,,N,2026-08-11
TRG00287,00100000287,Item 287 Computers,DS-MONTERREY,Warehouse Direct,Computers,Dell,FALSE,Active,$127.18,$172.94,Damaged,B,Functional,,Non RTV,,,N,2026-09-03
TRG00288,00100000288,Item 288 Monitors,MILON-WM-DOTCA-RTV,Warehouse Direct,Monitors,Lenovo,FALSE,Active,$129.57,$218.22,Very Good,A,Functional,,RTV Liquidate,,,N,2026-09-13
TRG00289,00100000289,Item 289 Computers,BRTON-WM-FOO,Open Box Returns,Computers,HP,FALSE,Active,$216.70,$74.62,Fair,B,Functional,,Non RTV,,,N,2026-09-10
TRG00289,00100000289,Item 289 duplicate last,BRTON-WM-FOO,Open Box Returns,Computers,Dell,FALSE,Active,$216.70,$74.62,Fair,B,Functional,,Non RTV,,,N,2026-09-10
TRG00290,00100000290,Item 290 Monitors,MIAFL-HEAD-OFFICE,Warehouse Direct,Monitors,Samsung,FALSE,Active,$77.81,$208.88,Very Good,C,Functional,,,,,N,2026-08-18
TRG00291,00100000291,Item 291 Computers,MIAFL-HEAD-OFFICE,Open Box Returns,Computers,Sony,TRUE,Active,$46.80,$228.35,Very Good,B,Functional,PAL-56,Non RTV,,,N,2026-08-18
TRG00292,00100000292,Item 292 Tablets,WFS-OVERFLOW,Specialty,Tablets,Samsung,FALSE,Active,$213.50,$117.81,Damaged,C,Functional,PAL-69,RTV,,,N,2026-08-23
TRG00293,00100000293,Item 293 Computers,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Computers,HP,FALSE,Active,$82.35,$83.07,Good,B,Functional,PAL-7,Non RTV,,,N,2026-09-05
TRG00294,00100000294,Item 294 Accessories,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Accessories,HP,FALSE,Active,$82.67,$133.53,Damaged,B,Functional,,RTV Liquidate,,,Y,2026-09-04
TRG00295,00100000295,Item 295 Tablets,PHXAZ-RETURNS,Open Box Returns,Tablets,HP,FALSE,Active,$152.91,$122.97,Good,A,Functional,,Non RTV,,,N,2026-09-10
TRG00296,00100000296,Item 296 Tablets,BRTON-LENOVO-DC-400,Open Box Returns,Tablets,Dell,FALSE,Active,$118.09,$167.36,Very Good,C,Functional,,Non RTV,,,N,2026-08-16
TRG00297,00100000297,Item 297 Tablets,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Sony,FALSE,Active,$63.86,$130.24,Very Good,A,Functional,,,,,N,2026-08-12
TRG00298,00100000298,Item 298 Accessories,BRTON-WM-FOO,Warehouse Direct,Accessories,Lenovo,FALSE,Active,$231.89,$265.42,Good,A,Functional,,Non RTV,,,N,2026-08-27
TRG00299,00100000299,Item 299 TVs,MILON-WM-DOTCA-RTV,Specialty,TVs,Lenovo,FALSE,Active,$81.36,$259.38,Fair,C,Functional,PAL-21,Non RTV,,,N,2026-09-07
TRG00300,00100000300,Item 300 Accessories,MIAFL-HEAD-OFFICE,Specialty,Accessories,HP,FALSE,Active,$135.15,$61.34,Fair,B,Functional,PAL-58,,,,N,2026-08-28
TRG00301,00100000301,Item 301 Headphones,PHXAZ-RETURNS,Walmart Monitors (Finished),Headphones,Lenovo,FALSE,Active,$251.88,$111.93,Very Good,A,Functional,,,,,N,2026-08-21
TRG00302,00100000302,Item 302 Headphones,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,FALSE,Active,$79.22,$234.91,Very Good,C,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00303,00100000303,Item 303 Computers,WFS-OVERFLOW,Walmart Computers Parts (Finished),Computers,Dell,FALSE,Active,$95.19,$220.42,Good,C,Functional,,RTV Liquidate,,,N,2026-08-26
TRG00304,00100000304,Item 304 Monitors,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Monitors,Dell,FALSE,Active,$53.62,$199.87,Damaged,A,Functional,,,,,N,2026-08-31
TRG00305,00100000305,Item 305 Tablets,MILON-WM-DOTCA-RTV,Open Box Returns,Tablets,Lenovo,FALSE,Active,$119.94,$229.27,Good,B,Functional,,Non RTV,,,N,2026-08-13
TRG00306,00100000306,Item 306 Computers,WFS-OVERFLOW,Walmart Computer Parts (Finished),Computers,Samsung,FALSE,Active,$90.28,$116.32,Good,C,Functional,,Non RTV,,,N,2026-09-14
TRG00306,00100000306,Item 306 duplicate last,WFS-OVERFLOW,Walmart Computer Parts (Finished),Computers,Dell,FALSE,Active,$90.28,$116.32,Good,C,Functional,,Non RTV,,,N,2026-09-14
TRG00307,00100000307,Item 307 Headphones,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Headphones,Dell,FALSE,Active,$164.13,$31.22,Good,C,Functional,PAL-55,RTV Liquidate,,,N,2026-08-08
TRG00308,00100000308,Item 308 Monitors,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Monitors,HP,FALSE,Active,$149.37,$165.41,Damaged,A,Functional,,RTV Liquidate,,,Y,2026-09-11
TRG00309,00100000309,Item 309 Tablets,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Tablets,Sony,FALSE,Active,$56.75,$45.76,Damaged,B,Functional,,,,,N,2026-08-17
TRG00310,00100000310,Item 310 TVs,BRTON-WM-FOO,Warehouse Direct,TVs,Sony,FALSE,Active,$236.77,$262.25,Fair,C,Functional,,Non RTV,,,N,2026-08-06
TRG00311,00100000311,Item 311 Accessories,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Accessories,Lenovo,FALSE,Active,$67.27,$208.04,Damaged,C,Functional,,Return to Stock,,,N,2026-08-08
TRG00312,00100000312,Item 312 Headphones,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Headphones,HP,FALSE,Active,$245.85,$253.05,Very Good,B,Functional,,RTV Liquidate,,,N,2026-09-15
TRG00313,00100000313,Item 313 TVs,BRTON-WM-FOO,Walmart Monitors (Finished),TVs,HP,FALSE,Active,$196.52,$258.53,Damaged,A,Functional,,,,,N,2026-09-14
TRG00314,00100000314,Item 314 Headphones,DALLX-HEADPHONES,Specialty,Headphones,HP,FALSE,Active,$97.26,$244.42,Fair,A,Functional,,Non RTV,,,N,2026-08-14
TRG00315,00100000315,Item 315 TVs,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),TVs,Sony,FALSE,Active,$156.98,$151.43,Good,A,Functional,,RTV Liquidate,,,N,2026-08-17
TRG00316,00100000316,Item 316 Computers,BRTON-WM-BAR,Walmart Computers Parts (Finished),Computers,Samsung,FALSE,Active,$216.96,$165.38,Damaged,B,Functional,,Return to Stock,,,N,2026-09-12
TRG00317,00100000317,Item 317 TVs,WFS-OVERFLOW,Walmart Computers Parts (Finished),TVs,Lenovo,TRUE,Active,$196.66,$150.41,Very Good,C,Functional,,RTV Approved,,,N,2026-08-13
TRG00318,00100000318,Item 318 Monitors,BRTON-WM-FOO,Warehouse Direct,Monitors,Samsung,FALSE,Active,$190.80,$40.20,Good,A,Functional,,,,,N,2026-08-27
TRG00319,00100000319,Item 319 Tablets,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Lenovo,FALSE,Active,$70.35,$39.71,Very Good,C,Functional,,,,,N,2026-09-04
TRG00320,00100000320,Item 320 Tablets,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Tablets,Lenovo,FALSE,Active,$43.66,$265.59,Damaged,B,Functional,PAL-49,,,,Y,2026-09-14
TRG00321,00100000321,Item 321 Monitors,WFS-OVERFLOW,Warehouse Direct,Monitors,Dell,FALSE,Active,$131.62,$41.80,Damaged,A,Functional,,Non RTV,,,N,2026-08-07
TRG00322,00100000322,Item 322 TVs,BRTON-WM-FOO,Walmart Computers Parts (Finished),TVs,HP,FALSE,Active,$149.64,$113.25,Damaged,A,Functional,PAL-77,Non RTV,,,N,2026-08-16
TRG00323,00100000323,Item 323 Headphones,PHXAZ-RETURNS,Warehouse Direct,Headphones,HP,FALSE,Active,$158.05,$109.45,Fair,B,Functional,PAL-58,Non RTV,,,N,2026-08-19
TRG00323,00100000323,Item 323 duplicate last,PHXAZ-RETURNS,Warehouse Direct,Headphones,Dell,FALSE,Active,$158.05,$109.45,Fair,B,Functional,PAL-58,Non RTV,,,N,2026-08-19
TRG00324,00100000324,Item 324 TVs,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,FALSE,Active,$118.57,$74.67,Fair,C,Functional,,Return to Stock,,,Y,2026-09-08
TRG00325,00100000325,Item 325 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,Sony,FALSE,Active,$60.86,$42.47,Damaged,B,Functional,PAL-68,RTV Liquidate,,,Y,2026-08-10
TRG00326,00100000326,Item 326 Headphones,BRTON-WM-BAR,Warehouse Direct,Headphones,Lenovo,FALSE,Active,$124.09,$194.91,Fair,B,Functional,,RTV Liquidate,,,N,2026-08-21
TRG00327,00100000327,Item 327 Tablets,DALLX-HEADPHONES,Warehouse Direct,Tablets,Dell,FALSE,Active,$116.32,$85.71,Fair,A,Functional,,RTV,,,N,2026-08-15
TRG00328,00100000328,Item 328 Headphones,DS-MONTERREY,Specialty,Headphones,HP,FALSE,Active,$113.06,$117.08,Fair,A,Functional,,Return to Stock,,,N,2026-09-10
TRG00329,00100000329,Item 329 Accessories,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Accessories,Dell,FALSE,Active,$142.92,$91.03,Damaged,B,Functional,,Non RTV,,,N,2026-09-15
TRG00330,00100000330,Item 330 Accessories,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Accessories,HP,FALSE,Active,$51.56,$118.98,Damaged,A,Functional,,RTV Liquidate,,,Y,2026-09-03
TRG00331,00100000331,Item 331 Headphones,BRTON-WM-BAR,Specialty,Headphones,Samsung,FALSE,Active,$78.58,$219.36,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00332,00100000332,Item 332 Monitors,MIAFL-HEAD-OFFICE,Specialty,Monitors,Lenovo,FALSE,Active,$51.74,$40.58,Damaged,B,Functional,,Non RTV,,,N,2026-08-28
TRG00333,00100000333,Item 333 Headphones,BRTON-LENOVO-DC-400,Walmart Monitors (Finished),Headphones,Dell,FALSE,Active,$135.51,$215.44,Very Good,C,Functional,,Non RTV,,,N,2026-08-12
TRG00334,00100000334,Item 334 Headphones,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Headphones,Sony,FALSE,Active,$253.02,$159.28,Damaged,A,Functional,,RTV Approved,,,N,2026-08-15
TRG00335,00100000335,Item 335 Accessories,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Samsung,FALSE,Active,$97.69,$123.06,Very Good,C,Functional,,RTV Liquidate,,,N,2026-09-05
TRG00336,00100000336,Item 336 TVs,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),TVs,Lenovo,FALSE,Active,$223.26,$136.21,Fair,B,Functional,PAL-31,RTV Liquidate,,,N,2026-09-10
TRG00337,00100000337,Item 337 Monitors,BRTON-WM-BAR,Warehouse Direct,Monitors,HP,TRUE,Active,$78.99,$109.18,Damaged,A,Functional,PAL-4,,,,N,2026-09-14
TRG00338,00100000338,Item 338 Accessories,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Sony,FALSE,Active,$257.76,$164.48,Damaged,C,Functional,,RTV Liquidate,,,N,2026-09-05
TRG00339,00100000339,Item 339 Monitors,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Monitors,Sony,FALSE,Active,$89.84,$35.27,Damaged,A,Functional,,RTV Liquidate,,,N,2026-09-10
TRG00340,00100000340,Item 340 Accessories,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Lenovo,TRUE,Active,$176.98,$141.48,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-15
TRG00340,00100000340,Item 340 duplicate last,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Dell,TRUE,Active,$176.98,$141.48,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-15
TRG00341,00100000341,Item 341 Tablets,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Tablets,Lenovo,FALSE,Active,$181.89,$177.66,Fair,B,Functional,,Non RTV,,,N,2026-08-18
TRG00342,00100000342,Item 342 Computers,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Computers,Sony,FALSE,Active,$60.74,$83.62,Fair,A,Functional,,Non RTV,,,N,2026-08-25
TRG00343,00100000343,Item 343 Computers,BRTON-WM-BAR,Walmart Monitors (Finished),Computers,HP,FALSE,Active,$248.24,$47.33,Damaged,B,Functional,PAL-43,,,,N,2026-09-09
TRG00344,00100000344,Item 344 Monitors,DALLX-HEADPHONES,Specialty,Monitors,Lenovo,FALSE,Active,$228.78,$227.90,Damaged,A,Functional,,Non RTV,,,Y,2026-08-09
TRG00345,00100000345,Item 345 TVs,PHXAZ-RETURNS,Open Box Returns,TVs,Samsung,FALSE,Active,$197.05,$128.09,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-23
TRG00346,00100000346,Item 346 Computers,BRTON-WM-BAR,Walmart Computers Parts (Finished),Computers,Dell,FALSE,Active,$255.33,$151.57,Good,C,Functional,PAL-60,,,,N,2026-09-03
TRG00347,00100000347,Item 347 Monitors,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Monitors,Lenovo,FALSE,Active,$57.23,$70.06,Good,A,Functional,,Non RTV,,,Y,2026-08-10
TRG00348,00100000348,Item 348 Computers,BRTON-WM-FOO,Open Box Returns,Computers,Sony,FALSE,Active,$230.40,$119.46,Very Good,A,Functional,,,,,N,2026-08-26
TRG00349,00100000349,Item 349 TVs,PHXAZ-RETURNS,Walmart Monitors (Finished),TVs,HP,FALSE,Active,$245.38,$215.79,Good,C,Functional,PAL-59,Research,,,Y,2026-08-31
TRG00350,00100000350,Item 350 TVs,WFS-OVERFLOW,Open Box Returns,TVs,Sony,FALSE,Active,$49.73,$158.66,Good,A,Functional,,Non RTV,,,N,2026-09-01
TRG00351,00100000351,Item 351 Accessories,MIAFL-HEAD-OFFICE,Specialty,Accessories,Sony,FALSE,Active,$46.13,$94.98,Good,B,Functional,,RTV Liquidate,,,N,2026-08-26
TRG00352,00100000352,Item 352 Monitors,PHXAZ-RETURNS,Warehouse Direct,Monitors,Sony,FALSE,Active,$87.17,$56.10,Damaged,A,Functional,,Non RTV,,,N,2026-09-12
TRG00353,00100000353,Item 353 Accessories,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Accessories,HP,FALSE,Active,$77.48,$41.11,Damaged,B,Functional,PAL-45,RTV Liquidate,,,N,2026-08-18
TRG00354,00100000354,Item 354 Computers,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Computers,Lenovo,FALSE,Active,$159.96,$72.47,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-11
TRG00355,00100000355,Item 355 Monitors,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Monitors,HP,FALSE,Active,$146.35,$124.98,Fair,B,Functional,,Non RTV,,,N,2026-08-31
TRG00356,00100000356,Item 356 Computers,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Computers,HP,FALSE,Active,$202.30,$126.53,Fair,C,Functional,,Non RTV,,,N,2026-08-12
TRG00357,00100000357,Item 357 Accessories,WFS-OVERFLOW,Walmart Computer Parts (Finished),Accessories,Lenovo,FALSE,Active,$42.77,$159.25,Damaged,A,Functional,,,,,Y,2026-08-18
TRG00357,00100000357,Item 357 duplicate last,WFS-OVERFLOW,Walmart Computer Parts (Finished),Accessories,Dell,FALSE,Active,$42.77,$159.25,Damaged,A,Functional,,,,,N,2026-08-18
TRG00358,00100000358,Item 358 Accessories,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Accessories,Lenovo,FALSE,Active,$49.17,$213.73,Good,B,Functional,,,,,N,2026-09-11
TRG00359,00100000359,Item 359 Headphones,WFS-OVERFLOW,Open Box Returns,Headphones,HP,FALSE,Active,$245.73,$241.39,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-19
TRG00360,00100000360,Item 360 Accessories,WFS-OVERFLOW,Walmart Monitors (Finished),Accessories,HP,FALSE,Active,$148.48,$54.86,Damaged,B,Functional,PAL-56,RTV Liquidate,,,N,2026-08-31
TRG00361,00100000361,Item 361 Tablets,BRTON-WM-FOO,Open Box Returns,Tablets,Sony,FALSE,Active,$55.58,$96.04,Very Good,A,Functional,PAL-71,RTV Liquidate,,,N,2026-08-06
TRG00362,00100000362,Item 362 TVs,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),TVs,Lenovo,FALSE,Active,$85.20,$169.85,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-23
TRG00363,00100000363,Item 363 Computers,BRTON-WM-FOO,Walmart Monitors (Finished),Computers,Dell,FALSE,Active,$147.72,$138.97,Very Good,C,Functional,,RTV Liquidate,,,N,2026-09-14
TRG00364,00100000364,Item 364 Accessories,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Accessories,Dell,FALSE,Active,$87.84,$208.48,Very Good,A,Functional,,RTV Liquidate,,,Y,2026-08-06
TRG00365,00100000365,Item 365 Tablets,BRTON-WM-FOO,Warehouse Direct,Tablets,Samsung,FALSE,Active,$111.12,$209.38,Good,B,Functional,,,,,N,2026-08-25
TRG00366,00100000366,Item 366 Computers,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Lenovo,FALSE,Active,$41.65,$63.98,Damaged,C,Functional,,Non RTV,,,N,2026-08-30
TRG00367,00100000367,Item 367 TVs,BRTON-WM-BAR,Warehouse Direct,TVs,Lenovo,FALSE,Active,$135.96,$188.24,Fair,A,Functional,,Return to Stock,,,Y,2026-09-10
TRG00368,00100000368,Item 368 TVs,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,FALSE,Active,$217.48,$126.45,Good,C,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00369,00100000369,Item 369 TVs,DS-MONTERREY,Walmart Monitors (Finished),TVs,Sony,FALSE,Active,$62.65,$134.84,Fair,C,Functional,,,,,N,2026-08-09
TRG00370,00100000370,Item 370 Monitors,BRTON-LENOVO-DC-400,Walmart Computer Parts (Finished),Monitors,HP,FALSE,Active,$161.85,$44.20,Very Good,C,Functional,,RTV Liquidate,,,N,2026-08-06
TRG00371,00100000371,Item 371 Monitors,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Samsung,FALSE,Active,$178.76,$261.49,Good,C,Functional,,RTV Liquidate,,,N,2026-09-09
TRG00372,00100000372,Item 372 Accessories,DALLX-HEADPHONES,Specialty,Accessories,HP,FALSE,Active,$116.26,$124.65,Good,A,Functional,,,,,N,2026-08-11
TRG00373,00100000373,Item 373 TVs,BRTON-WM-BAR,Specialty,TVs,Samsung,FALSE,Active,$194.45,$193.11,Good,B,Functional,,,,,Y,2026-08-15
TRG00374,00100000374,Item 374 Monitors,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Samsung,FALSE,Active,$51.33,$88.83,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-07
TRG00374,00100000374,Item 374 duplicate last,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Dell,FALSE,Active,$51.33,$88.83,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-07
TRG00375,00100000375,Item 375 Tablets,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Dell,TRUE,Active,$107.42,$196.17,Good,A,Functional,,RTV,,,N,2026-08-16
